City,Image Source,Business Name,Rating,Number of Reviews,Categories,Address
Rheinfelden,https://files.eversports.com/ada68e9c-7bfc-4ce7-94ac-9fd3bfa645aa/logo-dayuma-weiss-gruener-hintergrundjpg-small.webp,Dayuma - Pole & Acrobatics,rating,5 (21 Rezensionen),"['Poledance', 'Akrobatik', 'Acroyoga', 'Stretching', '+ 5']","Auf dem Wolf 18 , 4052 Basel"
Rheinfelden,https://files.eversports.com/596619e4-9146-413d-88ef-943290808f5d/thumb_11_1024jpg-small.webp,LOFT1 BASEL CITY,rating,"4,7 (27 Rezensionen)","['Fitness', 'Poledance']","Centralbahnplatz 10 , 4051 Basel"
Rheinfelden,https://files.eversports.com/b42766e6-b1ea-4205-b31f-53bb86e93b22/bildschirmfoto-2018-09-11-um-074724png-small.webp,SWISS MEGA PARK,rating,"4,5 (12 Rezensionen)","['Tennis', 'Badminton', 'Basketball', 'Eishockey', '+ 16']","Schützenstrasse 2, 4402 Frenkendorf"
Rheinstetten,https://files.eversports.com/4fc22a43-cee0-4061-a632-f7c9d5ee381b/unknown-1jpg-small.webp,Papillon Dance and Sport Academy,rating,5 (22 Rezensionen),"['Tanzen', 'Poledance', 'Ballett', 'Stretching', '+ 3']","Hardtstraße 39a , 76185 Karlsruhe"
Rhens,https://files.eversports.com/d18b8ba6-2a87-45d9-84b2-0a331bc8731e/image1jpeg-small.webp,Polefamily-Koblenz,rating,5 (20 Rezensionen),"['Tanzen', 'Poledance', 'Aerial Yoga', 'Flexibles Training', '+ 4']","Löhrstraße 48 , 56068 Koblenz"
Riedstadt,https://files.eversports.com/eb559ada-b564-4055-9643-4eb299140399/dsc00776jpg-small.webp,Pole Faction - Pole Dance & Fitness,rating,"4,7 (15 Rezensionen)","['Poledance', 'Aerial Hoop', 'Polesport', 'Heels', '+ 4']","Heidelberger Landstrasse , 64297 Darmstadt"
Riesa,https://files.eversports.com/777d0498-cd69-4b81-a0f7-fcc5536b4cb1/abc03a3c-4c5a-4776-aa73-66b26468de27jpeg-small.webp,Poleaddict,rating,(Noch keine Bewertungen),['Poledance'],"Wettinstraße 1 , 04758 Oschatz"
Rodgau,https://files.eversports.com/dee0e1aa-0ad2-4bd3-9b3e-39122c9974f6/xq9a2590ajpg-small.webp,Lift Off – Poledance Academy,rating,"4,9 (30 Rezensionen)","['Poledance', 'Mobility', 'Online Klasse']","Location (siehe Buchung) , 60314 Frankfurt am Main"
Ronnenberg,https://files.eversports.com/5c9996c7-5ebd-4d58-8ab5-c7dd4868a552/6f280b72-5907-44f3-a169-e9da0b1ada59jpeg-small.webp,La Belle,rating,5 (22 Rezensionen),"['Fitness', 'Tanzen', 'Poledance', 'Ballett', '+ 12']","Marktplatz 4 , 30853 Langenhagen"
Ronnenberg,https://files.eversports.com/e9b9a7b7-d3d5-48da-811c-b60017115ae4/bildschirmfoto-2018-09-10-um-140430png-small.webp,Pole Dance Studio Passion Hannover,rating,"4,7 (13 Rezensionen)",['Poledance'],"Büttnerstraße 22 , 30165 Hannover"
Rösrath,/static/media/icon-white.929e2590.svg,A heart for poledance,rating,"4,9 (15 Rezensionen)",['Poledance'],"Nußbaumer Straße 6, 51469 Bergisch Gladbach"
Rösrath,https://files.eversports.com/5921e2b3-70f2-4391-8eb2-29275aaea740/2121166c-27d6-4dec-9087-260b53c7b43ajpg-small.webp,One8dance Studio,rating,5 (1 Rezension),"['Tanzen', 'Zumba', 'Hip Hop', 'Poledance', '+ 7']","Britanniahütte 10 , 51469 Bergisch Gladbach"
Saarlouis,https://files.eversports.com/bf6c74ee-a5cd-4c9c-83c1-d8debb71a26e/startjpg-small.webp,Move On! Dance Studio & Polemotions,rating,5 (41 Rezensionen),"['Fitness', 'Tanzen', 'Hip Hop', 'Poledance', '+ 16']","Pachtener Straße 32 , 66763 Dillingen/Saar"
Sachsenheim,https://files.eversports.com/69b0c380-e9d1-4a84-bdf8-17e9a7e00f54/img_0212jpg-small.webp,Aerial Loft,rating,"4,9 (51 Rezensionen)","['Yoga', 'Poledance', 'Aerial Yoga', 'Personal Training', '+ 5']","Bahnhofstraße 12 , 70806 Kornwestheim"
Salzgitter,https://files.eversports.com/35eea91a-bd03-4e30-8139-9d8496b59a03/poleroomjpeg-2jpg-small.webp,PoleRoom Braunschweig,rating,"4,9 (37 Rezensionen)","['Fitness', 'Tanzen', 'Turnen', 'Poledance', '+ 14']","Büchnerstraße 10 , 38118 Braunschweig"
Schenefeld,https://files.eversports.com/48152c51-ac9d-44e8-947d-eb43b1006c48/_dsc0005_webjpg-small.webp,Nordpole,rating,"4,9 (106 Rezensionen)","['Fitness', 'Tanzen', 'Poledance', 'Stretching', '+ 2']","Mendelssohnstraße 15B , 22761 Hamburg"
Schenefeld,https://files.eversports.com/fc2ddda9-5ed5-49ed-a41e-2228042722d9/_z3a3511jpg-small.webp,Soultide,rating,"4,9 (43 Rezensionen)","['Yoga', 'Poledance', 'Aerial Yoga', 'Floorwork', '+ 9']","Süderstraße 159A , 20537 Hamburg"
Schenefeld,https://files.eversports.com/aa909fae-006d-4839-bc28-75abee14b39b/feel-good-factory-hamburg-erste-stunde_studio-1png-small.webp,FEEL GOOD FACTORY: Pole • Stretch • Fly,rating,5 (1 Rezension),"['Tanzen', 'Poledance', 'Flexibles Training', 'Bodywork', '+ 15']","Holsteinischer Kamp 37 , 22081 Hamburg"
Schenefeld,https://files.eversports.com/592e5cf9-c2d9-40ba-9256-19bc78827567/2016-06-11-18-14-58-738jpg-small.webp,CSS AERIAL DANCE STUDIO,rating,"4,8 (46 Rezensionen)","['Poledance', 'Aerial Yoga', 'Rückenfit', 'Flexibles Training', '+ 12']","Hummelsbütteler Steindamm , 22851 Hamburg"
Schenefeld,https://files.eversports.com/7c6bb92c-bad6-4ad7-b100-9905421f30c5/image00003jpeg-small.webp,Anni's Pole-Dance Uetersen,rating,5 (14 Rezensionen),"['Poledance', 'Chairdance', 'Dehnung/Flexibilität', 'Exotic', '+ 2']","Pracherdamm 8 , 25436 Uetersen"
Schenefeld,https://files.eversports.com/8cbb2bc4-7116-4df4-9ea2-87463a1db8ae/25jpg-small.webp,AIRobics,rating,"4,9 (45 Rezensionen)","['Yoga', 'Poledance', 'Aerial Yoga', 'Akrobatik', '+ 12']","Holsteinischer Kamp 58 , 22081 Hamburg"
Schenefeld,https://files.eversports.com/655a12ad-ee21-4542-9e51-b60d90c6e825/eversports_header_sjpeg-small.webp,KAIFU-LODGE,rating,"4,8 (291 Rezensionen)","['Boxen', 'Fitness', 'Laufen', 'Pilates', '+ 53']","Bundesstraße 107 , 20144 Hamburg"
Schifferstadt,https://files.eversports.com/0db99d38-69d4-40a9-8f26-a66645108783/miriams-web-4349jpg-small.webp,Pole and Move Mannheim,rating,"4,9 (43 Rezensionen)","['Fitness', 'Poledance', 'Raumvermietung', 'Power Pole', '+ 11']","Edisonstraße 20 , 68309 Mannheim"
Schifferstadt,https://files.eversports.com/9af66252-d4f0-4b40-9d13-18a82ee5660b/miriams-web-3096jpg-small.webp,Pole and Move Ketsch,rating,"4,9 (23 Rezensionen)","['Fitness', 'Poledance', 'Power Pole', 'Stretching', '+ 6']","Gutenbergstraße 36 , 68775 Ketsch"
Schifferstadt,https://files.eversports.com/ce18ee10-e44a-482a-8c85-5ab57a420e0b/larab-web-2285jpg-small.webp,Pole and Move Online Studio,rating,"4,9 (28 Rezensionen)","['Fitness', 'Tanzen', 'Poledance', 'Stretching', '+ 6']","Edisonstraße 20, 68309 Mannheim"
Schönebeck,https://files.eversports.com/4b2be055-5760-4931-a3ea-b3f673e11450/tpl_logo_300jpg-small.webp,The Pole Lounge,rating,5 (31 Rezensionen),['Poledance'],"Goethestraße 6b , 39108 Magdeburg"
Schönebeck,https://files.eversports.com/78b82db2-3cba-470f-8e16-c922523cc20f/64223736_2277919328921926_2449065385257861120_njpg-small.webp,Firstsports - Polefitness,rating,"4,9 (38 Rezensionen)","['Fitness', 'Yoga', 'Poledance', 'Aerial Yoga', '+ 10']","Halberstädter Straße 17 , 39112 Magdeburg"
Schorndorf,https://files.eversports.com/976141ce-0eb1-4588-b952-520526e0c124/_22b9264jpg-small.webp,Polemotions GP,rating,5 (22 Rezensionen),"['Tanzen', 'Poledance', 'Krafttraining', 'Stretching', '+ 5']","Im Pfingstwasen 1 , 73035 Göppingen"
Schriesheim,https://files.eversports.com/0db99d38-69d4-40a9-8f26-a66645108783/miriams-web-4349jpg-small.webp,Pole and Move Mannheim,rating,"4,9 (43 Rezensionen)","['Fitness', 'Poledance', 'Raumvermietung', 'Power Pole', '+ 11']","Edisonstraße 20 , 68309 Mannheim"
Schriesheim,https://files.eversports.com/3f2ba352-5ef2-4265-bbd9-b75a03e20abc/img_8663jpg-small.webp,Pole and Move Heidelberg,rating,5 (14 Rezensionen),"['Poledance', 'Power Pole', 'Stretching', 'Chairdance', '+ 1']","Hauptstraße 58, 69214 Eppelheim"
Schriesheim,https://files.eversports.com/4a233978-1690-44ab-b684-3b1b3cb918c2/dsc04047-editpng-small.webp,Pole Statement,rating,5 (22 Rezensionen),"['Poledance', 'Outdoor Fitness', 'Fitness und Yoga']","Siemensstraße 40 , 69123 Heidelberg"
Schriesheim,https://files.eversports.com/9af66252-d4f0-4b40-9d13-18a82ee5660b/miriams-web-3096jpg-small.webp,Pole and Move Ketsch,rating,"4,9 (23 Rezensionen)","['Fitness', 'Poledance', 'Power Pole', 'Stretching', '+ 6']","Gutenbergstraße 36 , 68775 Ketsch"
Schriesheim,https://files.eversports.com/ce18ee10-e44a-482a-8c85-5ab57a420e0b/larab-web-2285jpg-small.webp,Pole and Move Online Studio,rating,"4,9 (28 Rezensionen)","['Fitness', 'Tanzen', 'Poledance', 'Stretching', '+ 6']","Edisonstraße 20, 68309 Mannheim"
Schwabach,https://files.eversports.com/ab970e44-c9b8-44ea-9fc0-ea8e468a08db/fv-01-small.webp,-Pole-Aerial-Dance- Souldance,rating,"4,9 (62 Rezensionen)","['Tanzen', 'Poledance', 'Flexibles Training', 'Akrobatik', '+ 1']","Turnerheimstraße 45 , 90441 Nürnberg"
Schwabach,https://files.eversports.com/295ac655-c627-4675-b642-2af6eb50d099/dsc03023-edit-2jpg-small.webp,Flow Fusion Pole-Aerial-Dance Studio,rating,5 (5 Rezensionen),"['Zumba', 'Poledance', 'Stretching', 'Aerial Dance', '+ 3']","Platenstraße 64 , 90441 Nürnberg"
Schwabach,https://files.eversports.com/999a5989-6e1e-4fb3-be0b-2ff0406d3d4e/chalies-angelsjpg-small.webp,Lustforlife.Studio,rating,5 (24 Rezensionen),"['Yoga', 'Vinyasa Yoga', 'Yin Yoga', 'Online Klasse', '+ 10']","Ostendstraße 82b , 90482 Nürnberg"
Schwaigern,https://files.eversports.com/1d5b3c05-5ab4-4d7f-bb92-5dd22aea60a4/unbenannt-2png-small.webp,POLEside,rating,"4,9 (11 Rezensionen)","['Fitness', 'Poledance', 'Aerial Yoga', 'Aerial Dance', '+ 3']","Saline 5, 74177 Bad Friedrichshall"
Schwelm,https://files.eversports.com/b08a5871-53b9-4d53-bd71-2774447d2036/polr-50jpg-small.webp,Poledance-Area,rating,"4,4 (1 Rezension)","['Poledance', 'Stretching', 'Floorwork', 'Lapdance', '+ 1']","Mandtstraße 2 , 42853 Remscheid"
Schwelm,https://files.eversports.com/d30460d2-e0e5-4f4f-ae52-546f430889ad/delta-umkleidejpg-small.webp,Dance & Pole Deltawerk,rating,(Noch keine Bewertungen),['Poledance'],"Gasstraße 10-18 , 42657 Solingen"
Schwetzingen,https://files.eversports.com/0db99d38-69d4-40a9-8f26-a66645108783/miriams-web-4349jpg-small.webp,Pole and Move Mannheim,rating,"4,9 (43 Rezensionen)","['Fitness', 'Poledance', 'Raumvermietung', 'Power Pole', '+ 11']","Edisonstraße 20 , 68309 Mannheim"
Schwetzingen,https://files.eversports.com/3f2ba352-5ef2-4265-bbd9-b75a03e20abc/img_8663jpg-small.webp,Pole and Move Heidelberg,rating,5 (14 Rezensionen),"['Poledance', 'Power Pole', 'Stretching', 'Chairdance', '+ 1']","Hauptstraße 58, 69214 Eppelheim"
Schwetzingen,https://files.eversports.com/4a233978-1690-44ab-b684-3b1b3cb918c2/dsc04047-editpng-small.webp,Pole Statement,rating,5 (22 Rezensionen),"['Poledance', 'Outdoor Fitness', 'Fitness und Yoga']","Siemensstraße 40 , 69123 Heidelberg"
Schwetzingen,https://files.eversports.com/81cc5308-7901-456c-a8d7-a33993fa5db4/whatsapp-image-2023-03-15-at-183319-1jpeg-small.webp,Pole Dance Palazzo Sportivo,rating,"4,9 (16 Rezensionen)","['Poledance', 'Stretching', 'Chairdance', 'Aerial Hoop', '+ 2']","Rudolf-Diesel-Straße 54 , 69190 Walldorf"
Schwetzingen,https://files.eversports.com/9af66252-d4f0-4b40-9d13-18a82ee5660b/miriams-web-3096jpg-small.webp,Pole and Move Ketsch,rating,"4,9 (23 Rezensionen)","['Fitness', 'Poledance', 'Power Pole', 'Stretching', '+ 6']","Gutenbergstraße 36 , 68775 Ketsch"
Schwetzingen,https://files.eversports.com/ce18ee10-e44a-482a-8c85-5ab57a420e0b/larab-web-2285jpg-small.webp,Pole and Move Online Studio,rating,"4,9 (28 Rezensionen)","['Fitness', 'Tanzen', 'Poledance', 'Stretching', '+ 6']","Edisonstraße 20, 68309 Mannheim"
Seelze,https://files.eversports.com/5c9996c7-5ebd-4d58-8ab5-c7dd4868a552/6f280b72-5907-44f3-a169-e9da0b1ada59jpeg-small.webp,La Belle,rating,5 (22 Rezensionen),"['Fitness', 'Tanzen', 'Poledance', 'Ballett', '+ 12']","Marktplatz 4 , 30853 Langenhagen"
Seelze,https://files.eversports.com/e9b9a7b7-d3d5-48da-811c-b60017115ae4/bildschirmfoto-2018-09-10-um-140430png-small.webp,Pole Dance Studio Passion Hannover,rating,"4,7 (13 Rezensionen)",['Poledance'],"Büttnerstraße 22 , 30165 Hannover"
Sehnde,https://files.eversports.com/6e127c8c-2239-4faf-b266-42c016e205f6/pexels-yan-krukau-8613313jpg-small.webp,Yoga Vidya Burgdorf,rating,(Noch keine Bewertungen),"['Yoga', 'Theorieraum', 'Rückenfit', 'Gruppenangebote', '+ 84']","Marktstraße 65 , 31303 Burgdorf"
Seligenstadt,https://files.eversports.com/2e88c170-1607-4842-9e6d-76fc2fdcda15/logo-eversportspng-small.webp,Vertical - Pole Aerial Dance,rating,"4,9 (20 Rezensionen)","['Yoga', 'Poledance']","Mühlstraße 100 , 63741 Aschaffenburg"
Selm,https://files.eversports.com/87abf1f1-e324-4cc0-b887-4581dfa917c2/img-20170725-wa00052225jpg-small.webp,körpernah,rating,5 (20 Rezensionen),"['Pilates', 'Yoga', 'Poledance', 'Acroyoga', '+ 8']","Ahsener Straße 130 , 45711 Datteln"
Senden,https://files.eversports.com/3279e225-badb-4da9-a5d5-6e6eb535cd18/pole-dance-schwerelos-annajpg-small.webp,schwerelos Münster,rating,"4,8 (6 Rezensionen)","['Fitness', 'Tanzen', 'Yoga', 'Poledance', '+ 23']","Weseler Straße 675D , 48163 Münster"
Siegburg,https://files.eversports.com/18242dc3-f36f-4481-b3e8-46af81f3a64a/dsc_1123jpg-small.webp,Polestructions,rating,"4,9 (154 Rezensionen)","['Fitness', 'Tanzen', 'Poledance', 'Funsport', '+ 14']","Auguststraße 8, 53229 Bonn"
Sindelfingen,https://files.eversports.com/84293197-ba6b-4e7b-87cd-d48465de814f/colour_circlepng-small.webp,VerticalArts Pole & Aerial Fitness,rating,"4,8 (63 Rezensionen)","['Poledance', 'Aerial Yoga', 'Floorwork', 'Aerial Hoop', '+ 2']","Augustenstraße 21 , 70178 Stuttgart"
Singen,https://files.eversports.com/7a1b1df5-c55b-416d-bdc2-2229b2e3b9bf/0s6a3462jpg-small.webp,Glow Sports Club,rating,"4,9 (13 Rezensionen)","['Fitness', 'Pilates', 'Tanzen', 'Yoga', '+ 24']","Industriepark 201 , 78244 Gottmadingen"
Soest,https://files.eversports.com/eca53eeb-765a-4f65-8dc6-e3b2bb55cfb5/_mg_0433jpg-small.webp,Aerial Studio,rating,"4,8 (16 Rezensionen)","['Poledance', 'Aerial Yoga', 'Aerial Silk', 'Aerial Hoop', '+ 4']","Mississippidreef 2, 3565 CG Utrecht"
Soest,https://files.eversports.com/2dea9cce-e138-4a2a-a6d1-37f0aaabfa18/aeris_team_standingpng-small.webp,Studio AERIS,rating,"4,9 (37 Rezensionen)","['Tanzen', 'Yoga', 'Poledance', 'Physiotherapie', '+ 8']","Westerkade 10 , 3511 HA Utrecht"
Solingen,https://files.eversports.com/0c6cc306-d878-4025-98ee-1dff9b6060c3/dscf6104-2jpeg-small.webp,BodySoul Studio Düsseldorf,rating,"4,9 (10 Rezensionen)","['Fitness', 'Gymnastik', 'Yoga', 'Poledance', '+ 17']","Süllenstraße 30, 40599 Düsseldorf"
Solingen,https://files.eversports.com/d30460d2-e0e5-4f4f-ae52-546f430889ad/delta-umkleidejpg-small.webp,Dance & Pole Deltawerk,rating,(Noch keine Bewertungen),['Poledance'],"Gasstraße 10-18 , 42657 Solingen"
Solingen,https://files.eversports.com/df995aed-3365-4f88-9da9-4213ea64cafc/7ce51552-9fc1-458e-820e-d86ce90f25fdjpeg-small.webp,Dance & Pole Leverkusen,rating,5 (3 Rezensionen),['Poledance'],"Schillerstraße 6 , 51379 Leverkusen"
Solingen,https://files.eversports.com/f6319580-c6a9-4ded-b91c-b318db7136e7/d14db420-e799-4f3c-8464-e7fec75ba07ejpeg-small.webp,Dance & Pole Langenfeld,rating,(Noch keine Bewertungen),"['Poledance', 'Stretching', 'Chairdance', 'Aerial Hoop', '+ 3']","Kölner Straße 16 , 40764 Langenfeld (Rheinland)"
Solingen,https://files.eversports.com/b08a5871-53b9-4d53-bd71-2774447d2036/polr-50jpg-small.webp,Poledance-Area,rating,"4,4 (1 Rezension)","['Poledance', 'Stretching', 'Floorwork', 'Lapdance', '+ 1']","Mandtstraße 2 , 42853 Remscheid"
Speyer,https://files.eversports.com/3f2ba352-5ef2-4265-bbd9-b75a03e20abc/img_8663jpg-small.webp,Pole and Move Heidelberg,rating,5 (14 Rezensionen),"['Poledance', 'Power Pole', 'Stretching', 'Chairdance', '+ 1']","Hauptstraße 58, 69214 Eppelheim"
Speyer,https://files.eversports.com/4a233978-1690-44ab-b684-3b1b3cb918c2/dsc04047-editpng-small.webp,Pole Statement,rating,5 (22 Rezensionen),"['Poledance', 'Outdoor Fitness', 'Fitness und Yoga']","Siemensstraße 40 , 69123 Heidelberg"
Speyer,https://files.eversports.com/81cc5308-7901-456c-a8d7-a33993fa5db4/whatsapp-image-2023-03-15-at-183319-1jpeg-small.webp,Pole Dance Palazzo Sportivo,rating,"4,9 (16 Rezensionen)","['Poledance', 'Stretching', 'Chairdance', 'Aerial Hoop', '+ 2']","Rudolf-Diesel-Straße 54 , 69190 Walldorf"
Speyer,https://files.eversports.com/9af66252-d4f0-4b40-9d13-18a82ee5660b/miriams-web-3096jpg-small.webp,Pole and Move Ketsch,rating,"4,9 (23 Rezensionen)","['Fitness', 'Poledance', 'Power Pole', 'Stretching', '+ 6']","Gutenbergstraße 36 , 68775 Ketsch"
Sprockhövel,https://files.eversports.com/0c94db94-ebfc-4633-97dd-3af834b736ea/linab-web-3jpg-small.webp,Polearize,rating,"4,9 (74 Rezensionen)","['Tanzen', 'Yoga', 'Poledance', 'Bootcamp', '+ 4']","Rottstraße 6 , 44793 Bochum"
Stade,https://files.eversports.com/7c6bb92c-bad6-4ad7-b100-9905421f30c5/image00003jpeg-small.webp,Anni's Pole-Dance Uetersen,rating,5 (14 Rezensionen),"['Poledance', 'Chairdance', 'Dehnung/Flexibilität', 'Exotic', '+ 2']","Pracherdamm 8 , 25436 Uetersen"
Stadtbergen,https://files.eversports.com/f8b9581d-04c2-40ef-95d8-5a121ec4b153/pole_plus_basic_butterflyjpg-small.webp,Pole Plus,rating,"4,9 (5 Rezensionen)","['Poledance', 'Stretching', 'Online Klasse']","Ulmer Straße 152 , 86156 Augsburg"
Stadtbergen,/static/media/icon-white.929e2590.svg,Pole Circus A + K,rating,5 (20 Rezensionen),"['Tanzen', 'Yoga', 'Poledance', 'Akrobatik', '+ 3']","Rehmstraße , 86161 Augsburg"
Stadtbergen,https://files.eversports.com/3fe56e2b-bd59-44bc-b551-5d6a5f6ab459/teamjpg-small.webp,Polefly Academy,rating,5 (2 Rezensionen),"['Poledance', 'Power Pole', 'Stretching', 'Chairdance', '+ 6']","Bürgermeister-Wegele-Straße 6A , 86167 Augsburg"
Staufenberg,https://files.eversports.com/dd5a4408-aea3-4504-ab29-32abd1d5aff3/vereinsheim-eingangjpg-small.webp,TSG Blau-Gold Gießen e.V.,rating,"4,7 (102 Rezensionen)","['Boxen', 'Fitness', 'Kampfsport', 'Pilates', '+ 77']","An der Hessenhalle 1 , 35398 Gießen"
Stein,https://files.eversports.com/fae4e502-1edb-4a6d-89b4-f79d161fb109/bildschirmfoto-2018-10-23-um-113904png-small.webp,Pure Motion Kiel,rating,"4,9 (72 Rezensionen)","['Tanzen', 'Yoga', 'Poledance', 'Stretching', '+ 2']","Eichkamp 1 , 24116 Kiel"
Steinheim,https://files.eversports.com/69b0c380-e9d1-4a84-bdf8-17e9a7e00f54/img_0212jpg-small.webp,Aerial Loft,rating,"4,9 (51 Rezensionen)","['Yoga', 'Poledance', 'Aerial Yoga', 'Personal Training', '+ 5']","Bahnhofstraße 12 , 70806 Kornwestheim"
Stolberg,https://files.eversports.com/b5fbdb8d-cc1e-44ab-872b-d0b211cc9007/d-img_2188-6jpg-small.webp,poda Studio,rating,"4,9 (47 Rezensionen)","['Fitness', 'Tanzen', 'Yoga', 'Poledance', '+ 17']","Martinstraße 10-12 , 52062 Aachen"
Stolberg,https://files.eversports.com/0aed1787-d224-4868-b032-4f0a1ffc8ff2/photo-2021-12-12-11-50-04jpg-small.webp,Pura Studio,rating,5 (60 Rezensionen),"['Yoga', 'Poledance', 'Massage', 'Stretching', '+ 1']","Schaufenberger Straße 61 , 52477 Alsdorf"
Strehla,https://files.eversports.com/777d0498-cd69-4b81-a0f7-fcc5536b4cb1/abc03a3c-4c5a-4776-aa73-66b26468de27jpeg-small.webp,Poleaddict,rating,(Noch keine Bewertungen),['Poledance'],"Wettinstraße 1 , 04758 Oschatz"
Stromberg,https://files.eversports.com/6debfbac-5718-47a9-ad52-8289481f7569/img_20180321_172157jpg-small.webp,Pole Oase,rating,5 (15 Rezensionen),"['Fitness', 'Tanzen', 'Poledance', 'Acroyoga', '+ 2']","Kleine Grabenstraße 1, 65385 Rüdesheim am Rhein"
Stutensee,https://files.eversports.com/4fc22a43-cee0-4061-a632-f7c9d5ee381b/unknown-1jpg-small.webp,Papillon Dance and Sport Academy,rating,5 (22 Rezensionen),"['Tanzen', 'Poledance', 'Ballett', 'Stretching', '+ 3']","Hardtstraße 39a , 76185 Karlsruhe"
Stuttgart,https://files.eversports.com/84293197-ba6b-4e7b-87cd-d48465de814f/colour_circlepng-small.webp,VerticalArts Pole & Aerial Fitness,rating,"4,8 (63 Rezensionen)","['Poledance', 'Aerial Yoga', 'Floorwork', 'Aerial Hoop', '+ 2']","Augustenstraße 21 , 70178 Stuttgart"
Stuttgart,https://files.eversports.com/de88c9ad-d060-4f5d-bcbc-0ca322455816/img_20170329_232320_523-small.webp,Polemotions Filderstadt,rating,"4,8 (41 Rezensionen)","['Poledance', 'Krafttraining', 'Stretching', 'Handstand', '+ 2']","Tübinger Straße 10 , 70794 Filderstadt"
Stuttgart,https://files.eversports.com/69b0c380-e9d1-4a84-bdf8-17e9a7e00f54/img_0212jpg-small.webp,Aerial Loft,rating,"4,9 (51 Rezensionen)","['Yoga', 'Poledance', 'Aerial Yoga', 'Personal Training', '+ 5']","Bahnhofstraße 12 , 70806 Kornwestheim"
Süßen,https://files.eversports.com/976141ce-0eb1-4588-b952-520526e0c124/_22b9264jpg-small.webp,Polemotions GP,rating,5 (22 Rezensionen),"['Tanzen', 'Poledance', 'Krafttraining', 'Stretching', '+ 5']","Im Pfingstwasen 1 , 73035 Göppingen"
Süßen,https://files.eversports.com/830c9f96-a68a-4da5-8cbc-e7a2f7641050/a0cc2761-5b6b-4f41-856c-1a809cba359djpeg-small.webp,Pole Acrobatics,rating,5 (32 Rezensionen),"['Poledance', 'Power Pole', 'Stretching', 'Handstand', '+ 4']","Geislinger Straße 2 , 73326 Deggingen"
Tamm,https://files.eversports.com/69b0c380-e9d1-4a84-bdf8-17e9a7e00f54/img_0212jpg-small.webp,Aerial Loft,rating,"4,9 (51 Rezensionen)","['Yoga', 'Poledance', 'Aerial Yoga', 'Personal Training', '+ 5']","Bahnhofstraße 12 , 70806 Kornwestheim"
Taunusstein,https://files.eversports.com/6c3cb01d-0fea-4e40-8525-5c7f2463add7/img_20190622_122424jpg-small.webp,Polea - Pole and Aerial Dance,rating,5 (87 Rezensionen),"['Fitness', 'Tanzen', 'Poledance', 'Aerial Yoga', '+ 7']","Budenheimer Parkallee 5 , 55257 Budenheim"
Taunusstein,https://files.eversports.com/e49d7226-2e71-4b71-85bf-9fa0ebc08f33/img_3867jpg-small.webp,Tanzstudio Michel,rating,5 (1 Rezension),"['Fitness', 'Tanzen', 'Poledance', 'Stretching', '+ 2']","Schmalweg 50, 55252 Wiesbaden"
Telgte,https://files.eversports.com/3279e225-badb-4da9-a5d5-6e6eb535cd18/pole-dance-schwerelos-annajpg-small.webp,schwerelos Münster,rating,"4,8 (6 Rezensionen)","['Fitness', 'Tanzen', 'Yoga', 'Poledance', '+ 23']","Weseler Straße 675D , 48163 Münster"
Teltow,https://files.eversports.com/a006ebd7-6e7c-484e-a854-38c78fb2f26a/logo-agata-2-rjpg-small.webp,Schönheitstanz Studio,rating,5 (33 Rezensionen),"['Fitness', 'Tanzen', 'Yoga', 'Poledance', '+ 8']","Charitestraße 4 , 10117 Berlin"
Teltow,https://files.eversports.com/8ce8515b-1c1a-4776-befa-9f0fc8ff4393/dance-startjpg-small.webp,X-Step Berlin,rating,"4,8 (29 Rezensionen)","['Boxen', 'Fitness', 'Kampfsport', 'Pilates', '+ 36']","Tempelhofer Ufer 36 , 10963 Berlin"
Teltow,https://files.eversports.com/a7741e1d-20d1-42d2-b273-e7f48fe27d31/20190123_160411jpg-small.webp,YH Pole (and) Sports Berlin,rating,5 (34 Rezensionen),"['Fitness', 'Poledance', 'Personal Training', 'Power Pole', '+ 2']","Erkelenzdamm 59 , 10999 Berlin"
Tengen,https://files.eversports.com/7a1b1df5-c55b-416d-bdc2-2229b2e3b9bf/0s6a3462jpg-small.webp,Glow Sports Club,rating,"4,9 (13 Rezensionen)","['Fitness', 'Pilates', 'Tanzen', 'Yoga', '+ 24']","Industriepark 201 , 78244 Gottmadingen"
Tönisvorst,https://files.eversports.com/35e4f24f-327f-4302-8f10-fccde1e443db/14472012kl4-small.webp,Pole Dance Krefeld,rating,"4,9 (86 Rezensionen)","['Aerobic', 'Poledance', 'Zirkeltraining', 'Bodywork', '+ 8']","Hochfelder Straße 47, 47809 Krefeld"
Tornesch,https://files.eversports.com/48152c51-ac9d-44e8-947d-eb43b1006c48/_dsc0005_webjpg-small.webp,Nordpole,rating,"4,9 (106 Rezensionen)","['Fitness', 'Tanzen', 'Poledance', 'Stretching', '+ 2']","Mendelssohnstraße 15B , 22761 Hamburg"
Tornesch,https://files.eversports.com/7c6bb92c-bad6-4ad7-b100-9905421f30c5/image00003jpeg-small.webp,Anni's Pole-Dance Uetersen,rating,5 (14 Rezensionen),"['Poledance', 'Chairdance', 'Dehnung/Flexibilität', 'Exotic', '+ 2']","Pracherdamm 8 , 25436 Uetersen"
